Name,State,Status,Managed By,Host,Cluster,Provisioned Space,Used Space,Guest OS,Compatibility,Memory Size,Reservation,CPUs,NICs,Uptime,IP Address,VMware Tools Version Status,"VMware Tools Running 
Status",Host CPU,Host Mem,Guest Mem - %,DNS Name,EVC Mode,UUID,Notes,Alarm Actions,HA Protection,Needs Consolidation,VM Storage Policies Compliance,Encryption,TPM,VBS
KMK Dinamis App_172.18.44.159,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,16.21 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,42187b20-3da6-cb03-167b-bd55782893f0,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
KMK Dinamis DB_172.18.41.166,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.21 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,4218f978-a50d-fcd5-aefb-2207585fbc33,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
KonyMF_BRIMO_HA01_Clone 104.45_172.18.104.226,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.71 GB,0 B,CentOS 4/5 or later (64-bit),ESXi 5.0 and later (VM version 8),32 GB,0 B,12,0,0 second,,,,0 Hz,0 B,0,,,4218ee40-e6cc-07d9-3f65-bc96da4c6f4b,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
KonyMFDB02_Brimo_172.18.40.8,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,64.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,4218974f-0af8-3bc6-6ccc-fd2d8dee1a88,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
KPTSIMARTWB02_172.21.52.32(P2V),Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,4.2 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),3.99 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,4218d454-684d-141d-eb65-d91a3f23fce7,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
kptsitfdrapp,Powered Off,Unknown,,172.19.146.109,TBN-CSTGLNV-CL03,224.44 MB,0 B,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,,,,,Enabled,Protected,Not Required, --,No,,false
KPTSITFDRDB,Powered Off,Unknown,,172.19.146.109,TBN-CSTGLNV-CL03,240.53 MB,0 B,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,KPTSITFDRDB,,,,Enabled,Protected,Not Required, --,No,,false
KPTSITFDRIMAGIN,Powered Off,Unknown,,172.19.146.198,TBN-CSTGLNV-CL03,224.44 MB,0 B,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,KPTSITFDRIMAGIN,,,,Enabled,Protected,Not Required, --,No,,false
KPTSITFDRRPT,Powered On,Normal,,172.19.148.23,TBN-COM-HP-CL01,140.81 GB,140.81 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),3.99 GB,0 B,16,1,142 days,,guestToolsSupportedOld|10249,Running,3.03 GHz,3.99 GB,1,KPTSITFDRRPT,"Intel® ""Broadwell"" Generation",564d86af-2039-81fb-181e-a045bd636e5d,,Enabled,Protected,Not Required, --,No,false,false
Las Diklat_172.19.133.56,Powered On,Warning,,172.19.147.246,TBN-CSTGHP-CL05,427.49 GB,319.49 GB,Microsoft Windows Server 2003 Standard (32-bit),ESX/ESXi 4.0 and later (VM version 7),7 GB,0 B,4,1,16 hours,,guestToolsNotInstalled|0,Not running,71 MHz,1.65 GB,1,,"Intel® ""Haswell"" Generation",4218f430-3f10-a1fc-5088-da19a3ed639e,,Enabled,Protected,Required, --,No,false,false
LAS_Diklat_172.19.133.37,Powered On,Normal,,172.19.147.246,TBN-CSTGHP-CL05,317.29 GB,317.29 GB,Microsoft Windows Server 2003 Standard (32-bit),ESX/ESXi 4.0 and later (VM version 7),7 GB,0 B,4,1,16 hours,,guestToolsNotInstalled|0,Not running,95 MHz,2.17 GB,2,,"Intel® ""Haswell"" Generation",4218fad5-cee5-99c1-56e4-0748ab7be943,,Enabled,Protected,Not Required, --,No,false,false
LBU_3.0.0.76,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,4.18 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218c446-f4d5-2e50-3355-288a30d6f7f1,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LBU_3.0.0.78,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,4.18 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,42180b0e-8e7e-3cb1-81f7-b08477418d31,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LBUBASEL8-clone(172.18.45.237),Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,8.21 GB,0 B,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),7.99 GB,0 B,24,0,0 second,,,,0 Hz,0 B,0,,,4218f6bf-feb1-84b1-4bb4-21263c98bf72,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
lbudwhsidlas10-clone(172.18.45.239),Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.21 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),7.99 GB,0 B,24,0,0 second,,,,0 Hz,0 B,0,,,4218a289-97f1-8805-e00c-4ce9f8fd908b,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LINUX0-REBORN_2_172.18.46.138,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218d02b-8713-a8d9-104e-569c1ba1024a,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LINUX0-REBORN_3_172.18.46.139,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,42189566-9614-86d7-823a-2c112dfdf106,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LINUX0-REBORN_4_172.18.46.140,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218c5a9-35b0-56e0-594c-bae58b3df4b9,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LINUX0-REBORN_5_172.18.46.141,Powered Off,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,8.18 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,421825de-0266-5484-7601-b116d364b076,,Enabled,N/A,Not Required, --,No,false,false
LINUX0-REBORN_6_172.18.46.142,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218ceb4-4203-c447-40ed-dc264faf8f0f,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LINUX0-REBORN_App2_172.18.39.139-136.199,Powered Off,Normal,,172.19.146.176,TBN-CSTGLNV-CL09,64.24 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,42181610-91cd-1cf2-6a6e-6928abce7b27,,Enabled,N/A,Not Required, --,No,false,false
LINUX0-REBORN_DB_172.18.39.132-136.193,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,64.18 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,42189c0c-158e-09b3-e203-8476185da538,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
LINUX0-REBORN_GW01_172.18.39.137 - 136.196,Powered Off,Normal,,172.19.146.176,TBN-CSTGLNV-CL09,64.27 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,48,0,0 second,,,Not running,0 Hz,0 B,0,,,4218a7d5-c306-cd28-3745-1a094cf45433,,Enabled,N/A,Not Required, --,No,false,false
LINUX0-REBORN_GW02_172.18.39.136_136.197,Powered Off,Normal,com.vmware.vcDr,172.19.146.155,TBN-CSTGLNV-CL14,64.27 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,48,0,0 second,,,Not running,0 Hz,0 B,0,,,42184906-13ca-15f7-79b0-f05f0867739f,,Enabled,N/A,Not Required, --,No,false,false
LINUX0-REBORN_LB01_172.18.39.135-136.194,Powered Off,Normal,com.vmware.vcDr,172.19.146.180,TBN-CSTGLNV-CL09,64.27 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,48,0,0 second,,,Not running,0 Hz,0 B,0,,,4218bea0-7e27-42ee-827f-7a3a2af0228b,,Enabled,N/A,Not Required, --,No,false,false
LINUX0-REBORN_LB02_172.18.39.134 - 136.195,Powered Off,Normal,com.vmware.vcDr,172.19.146.180,TBN-CSTGLNV-CL09,64.27 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,48,0,0 second,,,Not running,0 Hz,0 B,0,,,4218209a-5e0e-3966-63ad-2a6ffb531a28,,Enabled,N/A,Not Required, --,No,false,false
Linux_0_2.0.0.111_172.27.27.111_PROD,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,128.24 GB,0 B,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),128 GB,0 B,32,0,0 second,,,,0 Hz,0 B,0,,,42180825-1aaf-89de-002f-9174c810e77d,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
lnvgy_sw_lxca_214-1.4.0_vmware_x86-64,Powered On,Normal,,172.19.146.130,TBN-CSTGLNV-CL05,72.66 GB,72.66 GB,Other (32-bit),ESXi 5.0 and later (VM version 8),8.57 GB,0 B,4,2,178 days,"191.100.102.231, 172.19.146.222, fe80::250:56ff:febd:a8cf, fe80::250:56ff:febd:b52d",guestToolsUnmanaged|2147483647,Running,167 MHz,2.05 GB,4,localhost,"Intel® ""Broadwell"" Generation",564dda41-5f70-d012-c4b1-ba2301f82e60,,Enabled,Protected,Not Required, --,No,false,false
Load Balancer APM (Nginx)_172.18.45.66,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,4.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),4 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218f153-d185-d88f-93ac-699e318e94c7,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Load Balancer WBS_172.18.45.35,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,8.69 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,42189b6a-78d9-c5b1-106e-a65e6597c10a,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Load Balancer WBS_172.18.46.95,Powered Off,Unknown,,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,42187154-f1b4-9e65-e6bf-477ac5307cfb,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
mail-be_172.19.65.115,Powered On,Normal,,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,978.31 GB,912.78 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),125.81 GB,0 B,64,1,26 days,,guestToolsNotInstalled|0,Not running,398 MHz,45.95 GB,1,,"Intel® ""Broadwell"" Generation",421816a1-19e9-5c03-3973-d01b558875ed,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
mail-be_172.19.65.120,Powered On,Normal,,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,1.12 TB,1.04 TB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),125.81 GB,0 B,64,1,56 days,,guestToolsNotInstalled|0,Not running,377 MHz,35.45 GB,1,,"Intel® ""Broadwell"" Generation",4218dfe7-e8e9-e5c4-0aff-36ea1348e7b7,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
Mail_OST_172.18.65.126,Powered Off,Normal,com.vmware.vcDr,172.19.146.155,TBN-CSTGLNV-CL14,32.22 GB,0 B,CentOS 7 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,24,0,0 second,,,Not running,0 Hz,0 B,0,,,42183cc4-661d-dda9-e17d-606add8e6f7a,,Enabled,N/A,Not Required, --,No,false,false
Mass Funding Referral System_172.19.40.64,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,1.19 TB,53.29 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,12,1,32 days,"172.19.40.64, fe80::250:56ff:feaa:1432",guestToolsUnmanaged|10336,Running,2.02 GHz,16.03 GB,58,MassFundingReferralSystem14021,,422a599f-bb43-5332-1de5-96cf5710da47,,Enabled,Protected,Not Required, --,No,false,false
master01.ocp-dr.bri.co.id,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,232.08 GB,140.17 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,4,1,34 days,"172.19.50.3, 10.151.0.1, fe80::ee40:9e61:3e96:92f, fe80::d4d9:49ff:feff:9279, fe80::7051:f1ff:fe6f:2cd6",guestToolsUnmanaged|11269,Running,3.49 GHz,31.91 GB,18,master01.ocp-dr.bri.co.id,"Intel® ""Broadwell"" Generation",42181fa8-6eea-272c-560e-98578ceb0f30,,Enabled,Protected,Not Required, --,No,false,false
master02.ocp-dr.bri.co.id,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,232.08 GB,121.64 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,4,1,33 days,"172.19.50.4, 10.151.2.1, fe80::7f0b:e460:ea5c:8cbc, fe80::9ce1:9dff:fe89:9dc7, fe80::c8c6:31ff:fe85:c343",guestToolsUnmanaged|11269,Running,2.5 GHz,32.08 GB,13,master02.ocp-dr.bri.co.id,"Intel® ""Broadwell"" Generation",4218aeb1-2492-ba4f-a48d-5e2466c6cf0c,,Enabled,Protected,Not Required, --,No,false,false
master03.ocp-dr.bri.co.id,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,232.08 GB,95.85 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,4,1,33 days,"172.19.50.5, 10.151.1.1, fe80::e1ed:99d5:503d:c498, fe80::d41e:ddff:fee6:25f4, fe80::a45a:80ff:feaa:f703",guestToolsUnmanaged|11269,Running,3.01 GHz,32.05 GB,22,master03.ocp-dr.bri.co.id,"Intel® ""Broadwell"" Generation",4218ae23-c47d-ea46-11da-baa0b91b24b2,,Enabled,Protected,Not Required, --,No,false,false
Masterbad CIF DB_172.18.40.167,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,42185c47-2873-2ed6-9c97-87b5253f9e22,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
mChangerWEBGTI_172.18.37.118,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,16.22 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,24,0,0 second,,,,0 Hz,0 B,0,,,42189473-a146-af8f-910f-e12eba995e3f,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
MDM Blackberry DB_172.18.40.139,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,30.22 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),30 GB,0 B,24,0,0 second,,,,0 Hz,0 B,0,,,4218353b-0c96-1b1f-ee75-da8f03effcb6,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
MDM Database (Site MDM DRC)_172.19.240.( Belum dipakai)3,Powered Off,Normal,,172.19.147.145,TBN-COM-MDM-CL01,23.57 TB,123.18 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),944 GB,0 B,64,1,0 second,,guestToolsUnmanaged|10346,Not running,0 Hz,0 B,0,MDM4260,,422a562f-549b-2036-3fe2-c5f45aa80705,,Enabled,N/A,Not Required,"Not Applicable (Jul 18, 2021 3:13 PM)",No,false,false
MDM_PRD_APP_172.18.240.4,Powered On,Normal,,172.19.147.148,TBN-COM-MDM-CL01,3.31 TB,3.27 TB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),416 GB,0 B,52,1,142 days,"172.19.240.4, 192.168.122.1, fe80::250:56ff:feaa:7a35",guestToolsUnmanaged|10277,Running,25 MHz,11.86 GB,1,GTIAPP-MDMAPP20,,422abffa-2b36-a558-57c4-722bdef5f882,,Enabled,Protected,Not Required, --,No,false,false
MDM_PRD_BPM_172.18.240.8,Powered Off,Normal,,172.19.147.148,TBN-COM-MDM-CL01,2.12 TB,1.98 TB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),120 GB,0 B,20,1,0 second,,guestToolsUnmanaged|10277,Not running,0 Hz,0 B,0,GTIAPP-PROCESSERVER24,,422aad98-855f-286e-9b85-756838346504,,Enabled,N/A,Not Required, --,No,false,false
MDM_PRD_COGNOS_172.18.240.7,Powered Off,Normal,,172.19.147.148,TBN-COM-MDM-CL01,721.22 GB,607.32 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),80 GB,0 B,10,1,0 second,,guestToolsUnmanaged|10277,Not running,0 Hz,0 B,0,GTIAPP-COGNOS23,,422a101b-1283-b81d-8871-f629cb01e16a,,Enabled,N/A,Not Required, --,No,false,false
MDM_PRD_ISENGINE_172.18.240.6,Powered Off,Normal,,172.19.147.146,TBN-COM-MDM-CL01,19.71 TB,9.3 TB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),250 GB,0 B,30,2,0 second,,guestToolsUnmanaged|10277,Not running,0 Hz,0 B,0,GTIAAP-IISENG22,,422a47ab-8e8f-6ba2-a5ee-5717a6ea336d,,Enabled,N/A,Not Required, --,No,false,false
MDM_PRD_METAISD_172.18.240.5,Powered Off,Normal,,172.19.147.145,TBN-COM-MDM-CL01,2.46 TB,2.22 TB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),180 GB,0 B,12,2,0 second,,guestToolsUnmanaged|10277,Not running,0 Hz,0 B,0,GTIAPP-IISSRV21,,422a49cd-96c9-dc24-4d99-1910feb8cc64,,Enabled,N/A,Not Required, --,No,false,false
Medalion App_172.18.44.221,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,64.22 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,24,0,0 second,,,,0 Hz,0 B,0,,,421853d2-2f5d-e90e-5e72-c400fa1459eb,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Medalion Custody DB DRC_172.19.40.130,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,2.09 TB,"1,007.21 GB",Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),40 GB,0 B,16,1,4 days,"172.19.40.130, fe80::c8e6:4ac4:6ab8:46c8",guestToolsSupportedOld|10287,Running,175 MHz,40.13 GB,12,MEDALIONDB40130,,422ac386-6d71-2f88-82d5-5d781630cbd2,,Enabled,Protected,Not Required, --,No,false,false
Medalion DB 172.18.141.207,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,40.21 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),40 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,42187997-3f87-a2ce-68e7-a45b7e540221,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Medalion Middleware_172.18.45.156,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,6,0,0 second,,,,0 Hz,0 B,0,,,42188870-dffe-8374-1a66-03b5e54f25dd,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Medalion Web_172.18.44.220,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.21 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,42181981-94b4-8ef1-7c9d-498fa25f337c,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
medalion_ramsom,Powered Off,Normal,,172.19.146.189,TBN-CSTGLNV-CL08,816.22 GB,674.56 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,6,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,4218059f-ea9c-06f8-c46f-ff087f309ba3,,Enabled,N/A,Not Required, --,No,false,false
Medallion Sales DB DRC_172.19.40.131,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,840.14 GB,155.72 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),40 GB,0 B,16,2,3 days,"172.19.40.131, fe80::440c:ab37:105b:d970",guestToolsSupportedOld|10287,Running,153 MHz,30.79 GB,4,MEDALSALESDB49131,,422ab775-45b9-a82c-4145-3a899831a597,,Enabled,Protected,Not Required, --,No,false,false
"Mgt License Cisco_DRC_ 172.19.65.11, 172.19.146.229",Powered On,Normal,,tbn-com-hb11.hci.bri.co.id,TBN-COM-HB-CL01,208.11 GB,24.56 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,12 days,"172.19.65.11, 172.19.146.229, 192.168.122.1, fe80::7f2b:1d2e:ab42:153a, fe80::1f:50bf:4885:1ade",guestToolsUnmanaged|10336,Running,104 MHz,4.66 GB,5,mgtciscodrc6511,"Intel® ""Broadwell"" Generation",422a01ee-9170-7f96-5ff5-f4d29bc4e52c,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
MGT LICENSE CISCO_DRC_172.19.65.138,Powered On,Normal,,172.19.148.26,TBN-COM-HP-CL02,208.09 GB,208.09 GB,Other Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,136 days,"172.19.65.138, 172.16.2.1, 172.17.0.1, fd00:dead:beef::1, fe80::c4a0:c1ff:fef0:cebd, fe80::250:56ff:fe98:e911, fe80::c78:3ff:fe74:dc0d, fe80::286c:9aff:fe1d:8eaf, fe80::816:e4ff:fe7d:25f6, fe80::5cfd:5aff:fe0b:f3a6, fe80::1, fe80::42:22ff:fe8a:a1ea, fe80::ac3d:98ff:fedf:9af7",guestToolsUnmanaged|10282,Running,87 MHz,7.89 GB,3,SSM-On-Prem,"Intel® ""Broadwell"" Generation",421814dd-34e8-4e58-f6b8-966167f4946d,,Enabled,Protected,Not Required, --,No,false,false
Mgt Srv-1,Powered Off,Unknown,,172.19.146.120,TBN-CSTGLNV-CL02,216.11 GB,26.23 GB,CentOS 4/5 or later (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,"fe80::4019:bdf8:938a:428b, fe80::4019:bdf8:938a:428b",,,0 Hz,0 B,0,ms01.apigee.drc.bri.co.id,,,,Enabled,N/A,Not Required, --,No,,false
Mgt Srv-2_116.0.3.214,Powered On,Normal,,172.19.146.170,TBN-CSTGLNV-CL11,216.13 GB,27.73 GB,CentOS 4/5 or later (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,243 days,,guestToolsUnmanaged|10282,Running,20 MHz,16.07 GB,1,ms02.apigee.drc.bri.co.id,"Intel® ""Broadwell"" Generation",564d96e1-4b1f-d747-a6de-3f0a084ccf85,,Enabled,Protected,Not Required, --,No,false,false
Micro Focus Fortify WebInspect Sensor (Third Scan Engine) Prod_172.18.139.249,Powered On,Normal,,172.19.148.47,TBN-COM-HP-CL05,328.11 GB,154.62 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),128 GB,0 B,16,1,64 days,"172.19.139.249, fe80::e5a1:106f:95f:689b",guestToolsSupportedOld|10346,Running,175 MHz,128.44 GB,1,MICROWEB3RD139249,,422a1883-506a-1545-34b3-801c7264f05d,,Enabled,Protected,Not Required, --,No,false,false
