Name,State,Status,Managed By,Host,Cluster,Provisioned Space,Used Space,Guest OS,Compatibility,Memory Size,Reservation,CPUs,NICs,Uptime,IP Address,VMware Tools Version Status,"VMware Tools Running 
Status",Host CPU,Host Mem,Guest Mem - %,DNS Name,EVC Mode,UUID,Notes,Alarm Actions,HA Protection,Needs Consolidation,VM Storage Policies Compliance,Encryption,TPM,VBS
NFS ADLM_172.18.46.201,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,4218ad9b-fda3-e51a-23aa-31f903975852,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NFS DB BRIZZI,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,42181969-78dc-817c-a872-d07169bef9da,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NFS Fullcams (1.0.0.230),Powered Off,Normal,,172.19.146.178,TBN-CSTGLNV-CL09,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,2,0,0 second,,,Not running,0 Hz,0 B,0,,,421837e7-0438-f2b0-b868-be2f1c00ad57,,Enabled,N/A,Not Required, --,No,false,false
NFS_All_New_CAMS_172.27.27.157,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,16.2 GB,0 B,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,12,0,0 second,,,,0 Hz,0 B,0,,,4218d57f-63bd-bcf4-2c9e-cba1fc776cc0,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
NFS_AppTPS_172.18.42.191,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,8.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,4218947d-a2f3-b32e-3ea4-9a2e2929ca0f,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
NFS_Email(172.18.65.226),Powered Off,Normal,,172.19.146.180,TBN-CSTGLNV-CL09,8.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,6,0,0 second,,,Not running,0 Hz,0 B,0,,,4218b29c-b72c-3204-f45b-b287ee449d36,,Enabled,N/A,Not Required, --,No,false,false
NFS_MYBRI_172.18.45.210,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,4.69 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),4 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,42187d18-4c86-6f38-82d2-1f95e49307bb,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NMS GTI_172.18.65.69,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,4218db98-34cf-c3a4-8d63-4de4cffc755a,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NMS OJK,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb09.hci.bri.co.id,TBN-COM-HB-CL01,16.24 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,421825df-1efd-670c-5761-6645cbcfd338,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NMS-TBN 172.19.149.58 03-01 23:00 0,Powered On,Normal,,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,158.11 GB,22.5 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),8 GB,0 B,4,1,134 days,"172.19.149.58, fe80::250:56ff:fe98:b192",guestToolsUnmanaged|10247,Running,0 Hz,2.14 GB,2,ubuntu,"Intel® ""Broadwell"" Generation",4218fd2e-f90b-d44d-e830-b796991e615b,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NTP_DRC_172.19.97.81,Powered On,Normal,,tbn-com-hb16.hci.bri.co.id,TBN-COM-HB-CL02,108.12 GB,12.37 GB,CentOS 4/5 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,86 days,,guestToolsNotInstalled|0,Not running,0 Hz,1.53 GB,1,,"Intel® ""Broadwell"" Generation",4218b8f0-9bbc-22c5-9512-c2d3de769014,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
NTP_DRC_172.19.97.82,Powered On,Normal,,172.19.148.35,TBN-COM-HP-CL01,108.09 GB,10.12 GB,CentOS 4/5 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,30 days,,guestToolsNotInstalled|0,Not running,0 Hz,1.08 GB,1,,,42185f60-1f18-3dbd-5d65-51e742aaf7b1,,Enabled,Protected,Not Required, --,No,false,false
NTP_DRC_172.19.97.83,Powered On,Normal,,172.19.148.35,TBN-COM-HP-CL01,108.09 GB,10.13 GB,CentOS 4/5 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,79 days,,guestToolsNotInstalled|0,Not running,0 Hz,1.17 GB,1,,,4218dbc9-febb-560a-32b1-78e971d5b662,,Enabled,Protected,Not Required, --,No,false,false
NTP_DRC_DMZ_172.19.104.71,Powered On,Normal,,172.19.146.101,TBN-CSTGLNV-CL01,108.11 GB,10.16 GB,CentOS 4/5 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,22 days,,guestToolsNotInstalled|0,Not running,0 Hz,1.25 GB,1,,"Intel® ""Broadwell"" Generation",42188635-2464-43b0-0e22-334585c5e27b,,Enabled,Protected,Not Required, --,No,false,false
ocp4-template,Powered Off,Normal,,tbn-com-af07.hci.bri.co.id,TBN-COM-AF-CL01,20.18 GB,4.79 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,2,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,421885a6-28ca-474c-3b34-d390e23b6f03,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
ocp4-template.old,Powered Off,Normal,,tbn-com-hb13.hci.bri.co.id,TBN-COM-HB-CL02,216.18 GB,3.66 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,4,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,421880b9-158e-45ac-fc61-492433ed7f3d,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
OFAC_172.21.156.65,Powered On,Alert,,172.19.146.187,TBN-CSTGLNV-CL07,836.42 GB,37.37 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,24,2,113 days,,guestToolsNotInstalled|0,Not running,2.71 GHz,13.56 GB,1,,"Intel® ""Broadwell"" Generation",42183fd6-0926-e4e1-fd4e-56f16571fe82,,Enabled,Not protected,Not Required, --,No,false,false
OneView,Powered On,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,283.11 GB,23.26 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,4,1,123 days,"191.100.102.130, fe80::250:56ff:fe98:9e38",guestToolsUnmanaged|10282,Running,125 MHz,7.9 GB,4,ci-005056989e38,"Intel® ""Broadwell"" Generation",564db1bb-07c9-ca51-8f7a-a01e7f9c8f94,,Enabled,Protected,Not Required, --,No,false,false
OPCOT NEW_PROD_172.18.40.162,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb09.hci.bri.co.id,TBN-COM-HB-CL01,16.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,4218f945-d180-2be4-64b4-b8736c95c4e4,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Open LDAP-1,Powered On,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,204.14 GB,24.48 GB,CentOS 4/5 or later (64-bit),ESXi 6.0 and later (VM version 11),4 GB,0 B,2,2,185 days,,guestToolsUnmanaged|10282,Running,0 Hz,3.89 GB,1,ldap01.apigee.drc.bri.co.id,"Intel® ""Broadwell"" Generation",564d8a69-aa64-be3f-ad40-0f5437c475e8,,Enabled,Protected,Not Required, --,No,false,false
Open LDAP-2_116.0.3.213,Powered Off,Unknown,,172.19.146.105,TBN-CSTGLNV-CL01,204.14 GB,14.99 GB,CentOS 4/5 or later (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,ldap02.apigee.drc.bri.co.id,,,,Enabled,N/A,Not Required, --,No,,false
OPRA DB New_172.18.40.179,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,64.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,42182583-7348-4623-a1e5-6078566aed04,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
OPRA Machine Learning_172.18.46.68,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,64.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,4218c5e7-dbad-9b64-8565-14fb22f3c4f9,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
OPRA Web Server_172.18.46.67,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,42189884-be9b-8869-ef26-99c6cfc9cded,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
OTOMASI-PAJAK-DB,Powered On,Normal,,172.19.146.188,TBN-CSTGLNV-CL08,254.09 GB,254.09 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),4 GB,0 B,8,1,152 days,,guestToolsNotInstalled|0,Not running,20 MHz,836 MB,3,,"Intel® ""Broadwell"" Generation",564daaca-1795-8c52-6de5-41b9b5e43907,,Enabled,Protected,Not Required, --,No,false,false
Otomasi_SLIK_172.18.45.71,Powered Off,Normal,,172.19.146.155,TBN-CSTGLNV-CL14,18.19 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),18 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,42189147-1c9e-0258-e4ff-fcde05820144,,Enabled,N/A,Not Required, --,No,false,false
otomsi-pajak-app_172.19.44.141,Powered On,Normal,,172.19.147.246,TBN-CSTGHP-CL05,151.08 GB,151.08 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),1 GB,0 B,1,1,261 days,,guestToolsNotInstalled|0,Not running,0 Hz,507 MB,5,,"Intel® ""Haswell"" Generation",4218431f-5b33-0fe8-4709-d12dc9b48bad,,Enabled,Protected,Not Required, --,No,false,false
p2v PSWMP02(172_20.1.21),Powered Off,Normal,com.vmware.vcDr,tbn-com-hb10.hci.bri.co.id,TBN-COM-HB-CL01,63.24 GB,0 B,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.0 and later (VM version 11),63 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,4218fc14-f5be-8f86-f6bc-6abeedac8d66,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
P2V_app-brifast-britrade-ukln_172.18.87.12,Powered Off,Normal,,172.19.146.121,TBN-CSTGLNV-CL06,279.29 GB,1.77 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),15.56 GB,0 B,24,0,0 second,,guestToolsSupportedOld|9541,Not running,0 Hz,0 B,0,,,422a31a3-fb5e-3694-ecac-343b3e6c8cad,,Enabled,N/A,Not Required, --,No,false,false
P2V_app-brifast-britrade-ukln_172.18.87.12_05Nov2020_Test Replikasi Recover,Powered Off,Normal,,172.19.148.26,TBN-COM-HP-CL02,16.24 GB,583.87 KB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,24,1,0 second,,,Not running,0 Hz,0 B,0,,,4218663e-c71d-45bc-a2e7-95148979846b,,Enabled,N/A,Not Required, --,No,false,false
P2V_BRIGUAVA_172.18.44.230,Powered Off,Normal,,172.19.146.110,TBN-CSTGLNV-CL03,"1,010.2 GB",601.57 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,0,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,422a7114-89e4-3886-14dd-3bca5cf600e5,,Enabled,N/A,Not Required, --,No,false,false
P2V_CLAS_172.18.44.16,Powered Off,Normal,,172.19.146.115,TBN-CSTGLNV-CL05,139.18 GB,23.69 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,2,1,0 second,,guestToolsSupportedOld|10240,Not running,0 Hz,0 B,0,,,422aed2e-28db-83be-6ca0-a90bd7bb570c,,Enabled,N/A,Not Required, --,No,false,false
P2V_DB-SWIFTADAPTER_172.18.141.27_OFF,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb09.hci.bri.co.id,TBN-COM-HB-CL01,20.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.0 and later (VM version 11),20 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,42186fd4-ed79-7aa4-e0fd-c6468e107d4e,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
P2V_IBBisnisDB_172.18.41.125,Powered Off,Normal,,172.19.146.115,TBN-CSTGLNV-CL05,1.12 TB,1.09 TB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),31.31 GB,0 B,12,1,0 second,,guestToolsSupportedOld|10247,Not running,0 Hz,0 B,0,,,422adcce-d485-7ba2-a987-88c3c0db75e0,,Enabled,N/A,Not Required, --,No,false,false
p2v_linux0_172.20.1.20 (2-09-2019),Powered Off,Normal,,172.19.146.155,TBN-CSTGLNV-CL14,63.05 GB,0 B,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.0 and later (VM version 11),62.81 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,42185583-7772-2fbc-77ce-cd01ee40e61b,,Enabled,N/A,Not Required, --,No,false,false
P2V_Mass_Account_Opening_Scheduller_172.18.44.175_OFF,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,16.2 GB,1.01 KB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,12,0,0 second,,,Not running,0 Hz,0 B,0,,,4218154f-0924-0863-3875-8b669ebd6cb1,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
P2V_ProklamasiWeb_172.21.56.69_OFF,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,8.22 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,24,0,0 second,,,Not running,0 Hz,0 B,0,,,421884f4-dba4-e807-407f-e096b0e674c5,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
p2v_pswmpincoming_172.20.1.51,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,64.24 GB,0 B,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.0 and later (VM version 11),64 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,42188a72-f4f5-648f-2012-3899d2a0d8bb,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
P2V_shadow-cams-gti_172.27.27.127,Powered Off,Normal,,172.19.146.121,TBN-CSTGLNV-CL06,575.58 GB,184.64 GB,Red Hat Enterprise Linux 5 (64-bit),ESXi 6.7 and later (VM version 14),31.44 GB,0 B,32,0,0 second,,guestToolsCurrent|10346,Not running,0 Hz,0 B,0,,,422a89f0-b08b-0ec2-8664-cc23c9c8d229,,Enabled,N/A,Not Required, --,No,false,false
P2V_SILASAPPDIKLAT_(172.19.133.62)_172.19.133.40,Powered On,Normal,,172.19.146.119,TBN-CSTGLNV-CL05,144.81 GB,144.81 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),7.99 GB,0 B,8,2,126 days,,guestToolsNotInstalled|0,Not running,2.92 GHz,8.06 GB,2,,"Intel® ""Broadwell"" Generation",420b5e9c-6ce3-e3c5-559d-633601ba5269,,Enabled,Protected,Not Required, --,No,false,false
P2V_WEBH2H1_172.18.44.130,Powered Off,Normal,,172.19.146.111,TBN-CSTGLNV-CL01,295.24 GB,279.14 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.7 and later (VM version 14),15.87 GB,0 B,12,0,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,422ab30f-1f1e-a79f-8bd7-7c4fa6800a58,,Enabled,N/A,Not Required, --,No,false,false
P2V_WIN-0LTJF31JIK3_(172.19.133.233)_172.19.133.38,Powered On,Normal,,172.19.146.119,TBN-CSTGLNV-CL05,112.25 GB,112.25 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),7 GB,0 B,4,1,123 days,,guestToolsNotInstalled|0,Not running,83 MHz,7.06 GB,2,,"Intel® ""Broadwell"" Generation",420bf134-d602-1308-fb90-2085b1ab24a9,,Enabled,Protected,Not Required, --,No,false,false
PDM-102_172.19.41.102,Powered Off,Unknown,,172.19.146.112,TBN-CSTGLNV-CL06,295.05 GB,295.05 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,,,,,Enabled,Protected,Not Required, --,No,,false
PIN Mailer_172.18.46.96,Powered Off,Normal,com.vmware.vcDr,172.19.146.155,TBN-CSTGLNV-CL14,8.19 GB,0 B,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.5 and later (VM version 13),8 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,4218e1a8-8f36-4e1a-35f4-a32c1d969445,,Enabled,N/A,Not Required, --,No,false,false
PIP_2017_172.18.44.200,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,16.18 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,421838ab-c8be-cfa3-1e09-ef2da07fce7a,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
PM1-UKO-DRC_64.0.0.49,Powered On,Alert,,172.19.146.126,TBN-CSTGLNV-CL04,34.43 GB,27.43 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),4.3 GB,0 B,4,1,107 days,64.0.0.49,guestToolsSupportedOld|10249,Running,2.9 GHz,4.35 GB,1,PM1UKO-DRC,"Intel® ""Broadwell"" Generation",564debc6-128f-45c9-886f-1466f0523426,,Enabled,Not protected,Not Required, --,No,false,false
PM2-UKO-DRC_64.0.0.48,Powered On,Alert,,172.19.146.114,TBN-CSTGLNV-CL04,34.4 GB,25.25 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),4.3 GB,0 B,4,1,107 days,64.0.0.48,guestToolsSupportedOld|10249,Running,125 MHz,4.35 GB,10,PM2-UKO-DRC,"Intel® ""Broadwell"" Generation",564d817b-b210-48e5-8a19-fe8e4c0c190c,,Enabled,Not protected,Not Required, --,No,false,false
PM3UKO_1.0.0.64,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb07.hci.bri.co.id,TBN-COM-HB-CL01,16.21 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,42186a76-1c58-a7f4-9aee-9844daec0150,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
PM4-UKO-DRC_64.0.0.55,Powered On,Alert,,172.19.146.126,TBN-CSTGLNV-CL04,34.43 GB,26.43 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),4.3 GB,0 B,4,1,107 days,64.0.0.55,guestToolsSupportedOld|10249,Running,2.69 GHz,4.35 GB,5,PM4-UKO-DRC,"Intel® ""Broadwell"" Generation",564df556-7eb8-eac9-fe66-7fe08812bc18,,Enabled,Not protected,Not Required, --,No,false,false
PM5-UKO-DRC_64.0.0.51,Powered On,Alert,,172.19.146.195,TBN-CSTGLNV-CL04,64 GB,34.64 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),3.91 GB,0 B,4,1,107 days,64.0.0.51,guestToolsSupportedOld|10249,Running,125 MHz,3.95 GB,6,pm-db2-drc,"Intel® ""Broadwell"" Generation",564d4a8e-9dd5-86a4-268f-8fd0612aac4d,,Enabled,Not protected,Not Required, --,No,false,false
PM5UKO_1.0.0.66,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,16.21 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,4218c3bf-2a6b-9b3d-5f73-8287afa48481,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
PM6-UKO-DRC,Powered On,Warning,,172.19.148.25,TBN-COM-HP-CL02,34.27 GB,34.27 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),4.18 GB,0 B,4,1,99 days,,guestToolsNotInstalled|0,Not running,6.65 GHz,3.75 GB,2,,"Intel® ""Broadwell"" Generation",564d30ea-e9a0-6ab2-c22a-c64d20439bb5,,Enabled,Protected,Not Required, --,No,false,false
PM7_Clone_172.20.1.176,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,2.33 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),2.15 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,421837d5-ca64-9035-84e1-931f7347a875,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
PM8_Clone_172.20.1.177,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb04.hci.bri.co.id,TBN-COM-HB-CL01,2.33 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),2.15 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,4218ba56-38e6-bacb-7543-23b9acd20b13,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
PM8UKO_Clone_172.20.1.175,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb07.hci.bri.co.id,TBN-COM-HB-CL01,2.33 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),2.15 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,42189810-4855-71b1-4dbd-48dd22ad1a99,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
POC Continuity Patrol,Powered On,Normal,,172.19.146.186,TBN-CSTGLNV-CL06,516.15 GB,36.17 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,4,1,111 days,"169.254.105.0, fe80::1444:67b4:dceb:6900",guestToolsSupportedOld|10287,Running,20 MHz,5.69 GB,1,WIN-3QAQPGQM8K1,"Intel® ""Broadwell"" Generation",4218fb5f-625c-87e7-62d9-6741ac62786e,,Enabled,Protected,Not Required,"Not Applicable (May 22, 2021 10:29 AM)",No,false,false
POC CT APP SPK_172.18.135.115,Powered Off,Unknown,,172.19.146.106,TBN-CSTGLNV-CL13,257.01 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),,0 B,,,0 second,"172.19.133.198, fe80::214d:d316:75d0:4510",,,0 Hz,0 B,0,APP-SPK44211,,,,Enabled,N/A,Not Required, --,No,,false
POC CT RTGS Middleware_172.18.135.122 | 172.19.40.253,Powered On,Normal,,172.19.146.118,TBN-CSTGLNV-CL13,332.21 GB,138.58 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,8,1,145 days,172.19.133.201,guestToolsSupportedOld|10272,Running,418 MHz,31.53 GB,2,WIN-HBTO6VSA8BK,"Intel® ""Broadwell"" Generation",422a8abb-6273-ce9f-173e-168a3d9b4fe8,,Enabled,Protected,Not Required, --,No,false,false
Portal BEA_172.18.42.15,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,16.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,4218b21f-1bfd-ceff-4ba0-d37dd4df1c8f,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Portal PDM_172.18.42.18,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb04.hci.bri.co.id,TBN-COM-HB-CL01,16.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,42182f9d-8ed7-bee5-dfdb-061917e5a11a,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
PortalApp_172.18.104.248,Powered Off,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,8.19 GB,0 B,CentOS 7 (64-bit),ESXi 6.5 and later (VM version 13),8 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,4218c899-1af0-ddbb-11ce-266b412ebb07,,Enabled,N/A,Not Required, --,No,false,false
